FP1_powerAlpha,FP1_powerBeta,FP1_powerGamma,FP1_powerDelta,FP1_powerTheta,FP2_powerAlpha,FP2_powerBeta,FP2_powerGamma,FP2_powerDelta,FP2_powerTheta,F3_powerAlpha,F3_powerBeta,F3_powerGamma,F3_powerDelta,F3_powerTheta,F4_powerAlpha,F4_powerBeta,F4_powerGamma,F4_powerDelta,F4_powerTheta,C3_powerAlpha,C3_powerBeta,C3_powerGamma,C3_powerDelta,C3_powerTheta,C4_powerAlpha,C4_powerBeta,C4_powerGamma,C4_powerDelta,C4_powerTheta,P3_powerAlpha,P3_powerBeta,P3_powerGamma,P3_powerDelta,P3_powerTheta,P4_powerAlpha,P4_powerBeta,P4_powerGamma,P4_powerDelta,P4_powerTheta,O1_powerAlpha,O1_powerBeta,O1_powerGamma,O1_powerDelta,O1_powerTheta,O2_powerAlpha,O2_powerBeta,O2_powerGamma,O2_powerDelta,O2_powerTheta,F7_powerAlpha,F7_powerBeta,F7_powerGamma,F7_powerDelta,F7_powerTheta,F8_powerAlpha,F8_powerBeta,F8_powerGamma,F8_powerDelta,F8_powerTheta,T3_powerAlpha,T3_powerBeta,T3_powerGamma,T3_powerDelta,T3_powerTheta,T4_powerAlpha,T4_powerBeta,T4_powerGamma,T4_powerDelta,T4_powerTheta,T5_powerAlpha,T5_powerBeta,T5_powerGamma,T5_powerDelta,T5_powerTheta,T6_powerAlpha,T6_powerBeta,T6_powerGamma,T6_powerDelta,T6_powerTheta,FZ_powerAlpha,FZ_powerBeta,FZ_powerGamma,FZ_powerDelta,FZ_powerTheta,CZ_powerAlpha,CZ_powerBeta,CZ_powerGamma,CZ_powerDelta,CZ_powerTheta,PZ_powerAlpha,PZ_powerBeta,PZ_powerGamma,PZ_powerDelta,PZ_powerTheta
30.6014613737293,30.3053949116078,29.5523774316523,740.553992686261,353.648461725989,31.1738612755454,35.2288533492486,29.3685111031022,661.954708470446,341.656605000823,34.9597783349776,28.1088464587213,21.4916096003617,392.63078694241,432.954550338911,41.8961220996136,32.3100862367219,21.7546536260207,422.575690842343,575.718332412151,36.1678191689939,23.8494560102771,16.0736743996848,291.858391641879,333.071356994325,36.8797415288389,24.8865819291931,17.1892610529914,304.361937461472,371.512635144571,40.8245815336207,21.3980095434554,14.9030611319357,418.044765451039,416.418495453469,42.9779451978047,22.2659975501302,16.0344016081916,380.21043818876,398.983567433936,41.5445131073083,24.3559278027672,22.597079992073,509.07440203638,311.030976750252,39.4014792956633,22.1253740571859,14.7743722685266,522.554591008182,298.10881824092,20.8847048170436,29.0284519061493,31.2412689377093,705.130327572589,206.671984218087,18.3062606883175,28.1068303765872,33.1785791907898,279.946501629503,204.293864904374,22.6165746816583,29.1182217224769,37.4437600373956,335.636182931324,212.257477102636,22.9468035087749,27.7906252188505,36.1020187663813,402.270728213984,263.211920886715,27.853312671886,26.1556185545767,38.7091082070438,640.362740159685,341.773223836521,27.0716537176926,24.8420536115718,27.813019607348,357.138320029118,289.765530202662,40.6468013064762,26.2252772774936,15.9353745686825,380.406897405981,526.872107024393,40.5743860731556,24.6723160580977,15.2695598208839,338.508961799249,450.099193614558,47.5095392395915,21.7952542626547,17.4530596598664,484.662519727582,535.689528373033
32.2195243167234,90.7231915009274,260.840671636483,533.382465735078,156.032314674829,38.5593639216562,135.709933540871,365.555870644554,587.63447930095,173.74203699563,6.28336866839284,56.7047516432147,163.019955286205,33.8941451037789,10.0224016411193,30.0437982622304,99.2573743100102,271.508806791015,211.216303609577,69.8446736835956,4.47921065842325,25.7203081330585,66.4820167607984,19.7288008497418,6.18388357665806,20.5377547384444,71.8953773953194,212.103418899914,110.137401789978,35.6664784555703,11.475165035651,40.5480711772385,101.847730728615,27.2635397745753,15.4854525919215,25.4227028919533,69.1020620438288,187.312060978054,117.10681260135,42.2430566116491,43.7040921558046,80.4708004620031,206.236664616539,179.869808493685,82.8867897105326,45.5968302830875,82.296222345317,206.435558639028,115.613827926103,83.3042218833365,25.0620786996437,168.68101315791,650.487408359328,164.36603571809,53.8997164122457,37.4661972524179,109.815132760957,303.009115625235,419.580422473848,106.355811074816,31.2181526964553,269.75357516239,1006.19966439918,75.4713139274599,43.8700242237723,36.8719978140601,138.562213766852,374.801841063653,147.562436488273,64.2153342580346,83.1836259579644,153.199066603439,222.690240951306,538.738280530052,163.295584266814,37.39818147768,83.4294195073333,210.562970913199,99.0637802723635,58.2899510334504,10.5767394907748,45.4670119937086,148.098155476801,61.647551629281,21.4648839496018,7.818056731467,35.399135906303,117.263940847377,68.4736087985451,12.2599732143986,14.4224071244047,47.2600595212035,139.747521234899,51.7114844066292,23.322819502132
136.221746431157,136.840673541657,160.876610556178,1983.92315973586,559.71232431372,140.357698314931,151.285379595119,185.848963500057,1352.44275616682,489.084865716476,65.6343832793752,70.6726490143199,64.6379948320834,382.727045671981,168.949932420183,138.005123216148,145.345372914294,130.296605913158,1454.17211987384,382.74673063361,156.750003384527,146.373887487286,68.5107056301703,1453.42178337066,455.411842376535,125.942364836917,132.29725083669,107.675628645856,1453.98172066775,304.760424287106,191.022765374197,180.65584910307,103.788858783637,1655.26733027022,523.638677586933,152.5801017124,156.851619692547,117.443110481442,1266.87330274157,406.417998542811,156.164106143532,169.056776149827,169.46095441183,1499.62629250618,392.574250193869,220.087398311918,217.074752871395,155.801376450923,1744.4073776877,587.611093720886,91.9397254211577,138.304506775239,260.147065324491,757.317355939337,257.162455156211,159.104470612397,169.518982363247,162.397558247502,2031.51040375665,488.305196392968,115.95796301017,238.856106491003,524.995704331099,1157.37694705133,374.505252245705,124.05638367162,177.767866557753,242.042147880709,652.558647700368,297.758053107498,106.318468834878,134.236698874661,168.200733753178,415.42253834476,212.71661424803,109.584491258992,125.393536110627,130.738490682628,477.711994338497,240.937578813299,143.07541549459,145.441265160642,97.6010795403385,1326.41175682756,406.965172417839,143.419553699928,134.838264464559,80.5080766922148,1301.94716705728,385.080830843527,18.8734627476449,30.7461387595315,55.5089432158458,75.0652502932301,38.785595726765
18.6108728211807,7.05306427819277,2.61571927098193,74.7355892360241,28.9814475227711,20.7789909226325,7.56340160636145,1.37893554791084,71.2772353909639,30.2820024624096,20.4604857856024,6.28957459816868,1.28691328952626,70.5494109440241,31.433826659759,25.4757515023735,7.5203538555,1.44312195906205,57.4561765066289,28.7540657864699,15.2889906378373,4.37324256792771,0.991303309656626,31.98393324,24.5573735357108,18.0111556148675,4.79029295124097,0.599840877993133,25.8025367418072,22.1644629154217,10.8422682449386,3.48063893489157,0.805048979279036,21.929323132494,17.2228346793735,8.87800893325301,2.42522681285542,0.585280874448193,17.2083764289157,15.5577242313253,9.73228192722892,3.31501792120482,0.979519939984337,20.790959406988,15.9235179668675,6.42975260518072,2.27196370198795,0.426635208543374,14.341466770241,13.2458515015663,24.4949006407229,7.61050259648193,1.16087162195904,79.4852704536144,42.6174015108434,23.7178884840121,8.30913810657831,1.67177845191205,66.0306068631325,36.2541789515663,24.6143915757831,6.97097613066265,1.03533540299422,66.4794081106024,42.9395000521687,23.6199116101928,7.587356449,1.64637631319759,70.6900089574578,36.9838978830482,20.0342830865904,5.81329363790362,1.20583462781434,45.1832550820843,34.3850025925301,25.016423734253,6.32592970604819,1.37635371247831,66.139966873494,54.8345738012048,19.1489061263855,6.60399469110843,0.964950535814458,64.9334690706024,25.963133796988,8.64150964892771,2.18669780146988,0.546397834583855,10.6615600860096,7.78137377254819,3.98691159146988,1.42288610563855,14.2168814818072,9.58248727879518,7.63998342385542
27.1347778649123,11.8619137559649,4.87903832526316,94.6351964596491,45.6936042721053,30.1190627403509,12.337577462807,3.54513532614035,93.9071025710526,42.642449777193,31.1079282719298,10.9842702259649,1.8542246174386,87.8446016473684,49.4077603340351,36.7628337807018,11.8686212922807,1.75697282166667,66.4147105559649,37.8713247478947,20.9503674385965,7.83877009438596,1.31801835387719,42.9710530098246,37.8197031878947,27.1464179017544,9.20261821982456,0.844121547842105,31.1185014650877,29.9854341575439,16.8652224017544,6.63770221596491,1.66916269403509,22.4248659837544,28.5548319957895,21.9307063719298,5.12970693736842,0.653156188473684,22.0066052124561,31.8898404821053,14.7536683807018,6.10477561842105,1.33659466026316,17.7018607512281,24.0078579487719,10.371158354386,4.43615929505263,0.656310322947368,14.5146527224561,18.4801668991228,33.4119309245614,12.5677348608772,1.58602878619298,88.015925394386,60.3043929903509,31.0842738701754,12.2467638382456,3.01916986614035,74.2452428480702,45.9580883496491,33.8698976,11.6967860642105,2.50830101349123,74.2829884050877,61.2811548036842,37.5303430122807,11.4949144233333,3.44737670701754,73.6720023622982,45.8523829610526,31.6741744614035,9.88152091035088,1.94883815,45.0818707342105,53.2948599485965,74.1831374105263,14.4526710561404,2.77221390614035,90.4865297014035,117.562281543684,28.2504136491228,10.4854452696491,1.54779994759649,86.2438543680702,37.8361844482456,11.9423001645614,4.30323480035088,0.470360469105263,14.9174908855789,12.478760895614,5.11554356035088,2.28271908833333,2.6182524031579,6.79377804633333,8.68320777298246
22.1921726389152,9.59812695023871,5.00224448169677,90.9302599094583,40.4102923536609,24.712173056007,9.97517660579724,3.84696057724608,94.3657385277716,40.8213801675926,25.8127607823742,11.3122230258915,8.57223202538525,79.3444952114031,42.5417025916977,32.7624326889383,9.93455283346838,2.91108264098064,77.6787439155908,39.8100750949594,19.2686242337137,6.40090017086221,1.83797449283042,43.9126579805551,32.3366900393338,23.6821867537977,7.23837905955899,1.68072218003299,40.3314694246947,30.5229236927494,15.7679204765413,5.56537446472277,1.91459753593373,35.7192517624216,25.0559118469661,13.4678546242535,4.32442066907487,1.13690181406857,27.4776633610673,21.95613250222,14.776256640992,5.28148446923772,1.70605117845724,35.478799425815,22.719909042978,10.1963534056628,4.00815508185181,1.13842862693936,28.1390974866801,16.7137368478224,27.2936848055982,10.0370112688719,4.14781508316958,90.2177357533062,52.3824053181281,26.3298137856302,9.70341546492157,2.96200681910691,81.6424534637457,48.4638350395917,26.8021856955764,8.83367263597253,2.30935862346267,81.0068165924013,51.0342923974378,27.4557936384102,9.05815573216046,3.25601849848424,76.0116665389788,51.8398093150074,24.44752326202,7.62775590095991,2.04924739341198,59.0137340453551,41.1130075331386,44.4458238748429,10.1872363159906,2.90361502988857,84.8887852791846,80.3431476499042,23.5100231105248,8.37403029770295,1.8078213153576,82.3870388386531,37.3529257754332,12.0375257820664,4.30963085877318,1.00251083788866,32.1034416952742,15.8674738916077,6.19531206080412,2.75021134367617,3.23960734500968,19.7755022854735,9.93649382608906
47.1395681994334,24.1001675353189,29.6395991069279,217.474292282892,84.1475375211281,54.7631714757608,25.6952780589058,26.4392331109209,171.239887252962,78.7699072197896,59.009040836972,57.1926971457243,121.67449972436,121.523052506948,64.4151111990602,70.2913827596955,30.8326899755344,34.4029979975911,60.569050200035,54.0731576872307,42.9543022472655,14.2338722284741,6.74123027546913,65.6882867953097,47.9493772907108,45.0978633712985,14.1993817947735,2.13895046236429,39.3632884025109,37.63927985119,39.1186795663303,11.1740494179517,1.52028072714419,42.4227044549763,37.3762711389627,30.4938101742774,6.94661706370399,0.656328582505598,21.590781683732,30.176220560581,34.7803719701705,9.84898648793554,1.40658291698694,37.1480381435815,32.4013667311459,18.0542334727091,6.59257262302544,0.666085071280322,22.6269067817373,22.0478991868844,54.6224002228482,22.4988558309398,18.1469164758423,143.955097704904,72.5748318279491,56.88811220562,19.4291218882027,7.53429239453935,85.0790843677321,68.8127150473885,54.1078846024784,19.3904123595768,12.5206962704639,128.63158043282,68.1702527229152,61.1417316667761,18.2682081264919,7.11113968983461,78.1260227488767,75.7221500824767,57.3051021715004,16.1102636625573,5.21480918436404,88.5881771328965,59.982979258263,109.411959538955,19.0840569663079,2.8154822151369,88.811791870162,111.61739957121,46.1166692907778,15.7337510690034,4.74752695639194,96.6986005709285,54.8653364087015,19.0478608636132,6.96940645002799,0.99587020023732,98.1163607964347,29.5388352035593,10.7030070168745,5.55661735269151,5.53461114362425,42.9019286978878,16.474226550302
2601.20134606723,2256.44609839146,775.654010695724,24390.1985891795,7258.04372054876,13.1815813729649,12.6586752580951,3.17953380579044,129.848709723464,46.9153785742649,2361.67727561273,2118.28246785167,723.492378010375,22926.9921071452,6945.9184172061,2941.75027616036,2630.45055521687,895.95436632133,27531.9575303807,8521.39415080853,296.805073554105,259.585116557739,87.8810072394885,1862.65863617334,827.410870445357,2926.32839737846,2571.83190901022,884.376382831048,27246.552081402,8305.91034909724,42.422190716373,35.1711484260239,12.477389840389,255.066844471882,120.53131706906,2322.42949544609,2005.94415669554,695.724332385833,21530.38477388,6543.47903684712,524.514491420761,463.989475206001,158.97501037361,3304.85764197961,1473.31716682745,2563.98205081636,2250.73611828185,775.176605942602,24153.1065011418,7149.42539903737,2384.76896496445,2160.05946118099,748.565592410896,23150.7543817119,6987.10185394128,2294.24584052276,1957.21133240817,716.846742454584,22494.9818180029,6807.8784512248,214.305908440401,188.218657859698,65.1944515209158,1341.6004765624,602.518311070864,11.403089105473,9.48731609603704,2.95524612310378,69.1965069353453,29.3380038858352,2722.55285760917,2312.79106226554,801.485502105645,25012.7132155534,7466.41401381502,131.093264170559,116.213471008612,39.7602392088208,842.649791628428,364.212628181551,112.580910411236,93.7589273702354,29.8760556187733,678.444784202387,311.081087682778,1138.94472482796,996.075893299346,334.133655884478,7025.31599886549,3191.72541876902,1652.42147054754,1169.15567639875,400.936457826953,11839.3740146535,5082.92267871251
73.0128536782802,260.053531784589,380.238716079403,573.534274300034,213.220732585976,77.1111914764849,289.744628047365,441.274006004846,544.228028684212,217.617911677171,56.7780803347451,154.631395791899,218.338968300812,173.6444182676,132.388007533618,77.0930200336577,204.908552505773,278.47535437551,218.276574511872,155.893520516997,44.1634561361781,126.028476451947,168.839152638134,78.8421678926895,86.1113162204806,59.7356206920862,150.58980254071,201.327751958905,106.290286993256,112.844158048572,38.4600953107977,115.920370446912,160.997838401404,63.9384341343379,76.4824844364663,44.7667231501041,125.370047558038,168.22348049129,81.5430332913949,88.8373965981461,33.2826353362869,107.359908556305,155.823736955725,55.5566160805704,60.7721085031667,37.4249850530795,113.017352021945,154.625206497418,65.2865710991416,68.9488575102167,40.7442535108031,151.694493327703,236.344060827285,255.264979221533,94.693707664341,52.4357173724446,162.119042420323,222.428907849335,234.176164834005,94.1352355596678,27.4493401889495,103.01969339339,153.319421041846,55.8743156389878,33.0094236452129,45.9648031060921,164.445915201908,237.898602459871,98.6408446090284,62.5769589907782,34.7990031541527,161.359356995707,304.038395066785,44.4887847444302,32.916906831964,46.315517738709,156.238337385401,223.689541696743,65.2189419369464,56.6227175052194,55.4207481348924,148.154142290086,182.948701579635,146.857841354332,138.001144447456,50.2823287473998,131.890987964245,166.380161854818,88.7897649055505,105.942121656186,41.6591887961926,118.293889757485,158.958520062467,71.5466721831196,88.1814186419061
129.371059595683,552.913557023147,769.531465008327,869.267694647517,285.056168878012,127.056802992,561.264100952205,930.058662542059,792.062312411868,293.151836378194,109.911774862961,293.887744358826,413.543925006358,279.504873322227,169.897267019654,167.853978487363,412.91429708196,612.164380784801,367.210643079711,242.864528494675,87.7161040774929,249.4660979704,316.02267110861,139.720369665297,109.41901639902,128.415801698357,313.434573005359,424.499023997387,170.798368849004,160.552150360446,70.7513163472003,220.101390524498,289.176060579472,94.8484085173033,88.5394270241601,82.533554381603,242.293675794925,309.357402978237,104.029116839796,105.13979653318,59.3247736595384,204.779535633713,278.431919539601,67.8717964017748,67.6316555684288,67.6144190230757,219.837046983907,283.181025014221,127.511127509766,80.9249040433726,72.3415841818948,288.748184614058,461.040603999305,422.973779963727,129.018032663961,111.635696538253,332.31708198278,458.376210240167,405.617782070119,160.951038628753,47.2922000701111,184.408054658655,265.124711904376,128.840603609352,55.4950344920027,92.487863520336,342.918774704216,457.538489435289,198.987278856201,107.062980232723,69.7716940121429,297.875290339081,513.888577220476,55.2691938433061,45.7820103769828,96.7357730999414,316.49407252479,422.726067274453,84.9690367183583,81.9415631316288,97.760300455839,277.690723605664,341.874914182085,213.000943702466,157.972030216788,87.3924719039235,246.620703642054,304.915936097593,127.681907904153,119.446526759291,73.3046905393287,224.775685363109,287.290949739202,95.6764859751072,98.4486226016579
